"RestaurantName","PostCode","RatingText","InspectionDate","RatingNum"
"Ashton Stores","BT15 2BP","Food hygiene rating is '4': Good","13 March 2018","4"
"Balmoral Club Catering","BT9 6GX","Food hygiene rating is '4': Good","30 June 2017","4"
"Bankmore Deli","BT2 7HN","Food hygiene rating is '4': Good","11 September 2017","4"
"Barnams","BT9 7GS","Food hygiene rating is '4': Good","16 August 2018","4"
"Becky's","BT4 1JW","Food hygiene rating is '4': Good","28 February 2018","4"
"Beechlawn House Hotel","BT17 9RR","Food hygiene rating is '4': Good","16 February 2017","4"
"Belfast Tea & Coffee Company","BT1 1FF","Food hygiene rating is '4': Good","15 January 2018","4"
"Benny's","BT12 7AE","Food hygiene rating is '4': Good","27 March 2018","4"
"Benny's Cafe","BT1 3AF","Food hygiene rating is '4': Good","06 February 2018","4"
"Big Baps Cafe","BT12 6BA","Food hygiene rating is '4': Good","29 June 2017","4"
"Big Breakfast","BT1 2FJ","Food hygiene rating is '4': Good","05 July 2017","4"
"Bistro Este","BT4 3JD","Food hygiene rating is '4': Good","05 April 2018","4"
"Blinkers","BT1 1LT","Food hygiene rating is '4': Good","03 March 2017","4"
"Bob & Berts","BT9 7EZ","Food hygiene rating is '4': Good","27 February 2018","4"
"Bob and Berts Belfast Limited","BT1 5EX","Food hygiene rating is '4': Good","05 July 2018","4"
"Bobby's Bistro","BT12 7DQ","Food hygiene rating is '4': Good","25 March 2017","4"
"Brunch","BT15 4HD","Food hygiene rating is '4': Good","02 July 2018","4"
"Build A Burger","BT7 1JL","Food hygiene rating is '4': Good","05 October 2018","4"
"Bunsen Burger","BT1 2LA","Food hygiene rating is '4': Good","15 March 2018","4"
"Burrito Bar","BT11 9BX","Food hygiene rating is '4': Good","13 April 2017","4"
"Cafe Arirang","BT7 1JQ","Food hygiene rating is '4': Good","18 July 2017","4"
"Cafe Glen/caife an ghleanna","BT11 8BU","Food hygiene rating is '4': Good","24 July 2017","4"
"Cafe Red","BT1 1HE","Food hygiene rating is '4': Good","14 November 2017","4"
"Cafe Vanilla","BT1 6GB","Food hygiene rating is '4': Good","03 January 2017","4"
"Caffe Nero","BT1 6ET","Food hygiene rating is '4': Good","11 December 2017","4"
"Care & Share","BT4 1AJ","Food hygiene rating is '4': Good","24 April 2017","4"
"Caterpillar (Factory Canteen)","BT12 7AL","Food hygiene rating is '4': Good","21 November 2017","4"
"China China","BT7 1FY","Food hygiene rating is '4': Good","Recently inspected – new rating to be published soon","4"
"Clements","BT1 1QB","Food hygiene rating is '4': Good","16 February 2018","4"
"Clements","BT1 1FG","Food hygiene rating is '4': Good","27 July 2018","4"
"Clements","BT9 5EX","Food hygiene rating is '4': Good","25 January 2018","4"
"Coffee Co","BT17 0AW","Food hygiene rating is '4': Good","17 April 2018","4"
"Coffee Doc","BT12 6BA","Food hygiene rating is '4': Good","20 September 2017","4"
"Corrys@The Belfast Boat Club","BT9 5FJ","Food hygiene rating is '4': Good","17 October 2017","4"
"Costa","BT15 1WA","Food hygiene rating is '4': Good","07 August 2018","4"
"Costcutter (McCarthys)","BT12 7LA","Food hygiene rating is '4': Good","05 July 2017","4"
"Cuban Sandwich Factory","BT1 5FE","Food hygiene rating is '4': Good","23 August 2017","4"
"Cuisine Buffet","BT15 1WA","Food hygiene rating is '4': Good","26 February 2018","4"
"Dantes","BT13 2JF","Food hygiene rating is '4': Good","16 August 2017","4"
"Deane & Decano","BT9 7GQ","Food hygiene rating is '4': Good","31 May 2018","4"
"Deanes Deli","BT2 7FF","Food hygiene rating is '4': Good","28 March 2017","4"
"Del Piero's","BT5 5LP","Food hygiene rating is '4': Good","04 October 2017","4"
"Del Piero's (Ground Floor & 1st Floor Stalls)","BT1 1AL","Food hygiene rating is '4': Good","10 October 2017","4"
"Di Maggio's Italian Cafe","BT1 1AL","Food hygiene rating is '4': Good","19 June 2017","4"
"Divis Coffee Barn","BT17 0NG","Food hygiene rating is '4': Good","17 February 2018","4"
"Dunmurry Golf Club Restaurant","BT17 9JS","Food hygiene rating is '4': Good","30 June 2017","4"
"Espresso Works","BT7 1DT","Food hygiene rating is '4': Good","15 August 2017","4"
"Essence","BT9 7GT","Food hygiene rating is '4': Good","25 November 2016","4"
"Fed and Watered Cafe","BT3 9DT","Food hygiene rating is '4': Good","Recently inspected – new rating to be published soon","4"
"Flying Angel Seafarers Centre","BT1 3AA","Food hygiene rating is '4': Good","06 March 2017","4"
"FOUNTAIN TAVERN","BT1 5ED","Food hygiene rating is '4': Good","19 October 2017","4"
"Frankie & Benny's","BT1 4QG","Food hygiene rating is '4': Good","03 October 2017","4"
"Fresh Cafe","BT14 6JU","Food hygiene rating is '4': Good","21 March 2018","4"
"Frydays","BT15 3HF","Food hygiene rating is '4': Good","20 February 2018","4"
"Generation Cafe (GYMCO)","BT10 0JB","Food hygiene rating is '4': Good","24 January 2018","4"
"Goodfellas Bialann","BT11 9AP","Food hygiene rating is '4': Good","10 July 2018","4"
"Graffitti","BT7 2FZ","Food hygiene rating is '4': Good","05 March 2018","4"
"Grapevine","BT1 4DT","Food hygiene rating is '4': Good","11 November 2015","4"
"Grayson Catering Ltd","BT1 4FF","Food hygiene rating is '4': Good","05 February 2018","4"
"Greens","BT9 7GQ","Food hygiene rating is '4': Good","02 February 2018","4"
"Ground Espresso Bar","BT1 5EE","Food hygiene rating is '4': Good","03 October 2018","4"
"Ground Expresso Bars","BT1 5BB","Food hygiene rating is '4': Good","20 February 2018","4"
"Harlem Cafe","BT2 7FF","Food hygiene rating is '4': Good","26 July 2018","4"
"Harrys","BT13 1FD","Food hygiene rating is '4': Good","13 December 2017","4"
"Hilton Hotel","BT1 3LP","Food hygiene rating is '4': Good","29 May 2018","4"
"Holohans","BT1 3LG","Food hygiene rating is '4': Good","03 May 2018","4"
"Hot Pot Cafe","BT4 1HE","Food hygiene rating is '4': Good","26 February 2018","4"
"Hughes Bread","BT17 9NS","Food hygiene rating is '4': Good","01 May 2018","4"
"Ibis Hotel","BT1 1HE","Food hygiene rating is '4': Good","31 January 2018","4"
"Ibis Hotel at Queens Quarter","BT7 1HL","Food hygiene rating is '4': Good","10 April 2017","4"
"Indie Spice","BT9 5AJ","Food hygiene rating is '4': Good","29 August 2017","4"
"Isobels","BT13 1FT","Food hygiene rating is '4': Good","17 February 2017","4"
"Joy Inn","BT2 7HB","Food hygiene rating is '4': Good","12 October 2017","4"
"Kangaroos Tie Their Own Laces Coffee Shop","BT12 6EN","Food hygiene rating is '4': Good","03 August 2017","4"
"Katie's Kitchen (Jackpot Bingo)","BT17 0LB","Food hygiene rating is '4': Good","06 June 2018","4"
"Kinderkids","BT15 2BP","Food hygiene rating is '4': Good","16 February 2018","4"
"Kitchen Bar","BT1 4QG","Food hygiene rating is '4': Good","27 September 2018","4"
"Kitchen Bar (Restaurant only)","BT1 4QG","Food hygiene rating is '4': Good","27 September 2018","4"
"Kookies","BT6 9DR","Food hygiene rating is '4': Good","18 October 2017","4"
"Loft","BT5 7EA","Food hygiene rating is '4': Good","25 October 2017","4"
"M & N Daly","BT4 1FT","Food hygiene rating is '4': Good","25 September 2017","4"
"Macau","BT7 3GG","Food hygiene rating is '4': Good","07 March 2018","4"
"Made in Belfast (Cathedral Quarter)","BT1 2LD","Food hygiene rating is '4': Good","31 October 2017","4"
"Maggie Mays","BT7 1JR","Food hygiene rating is '4': Good","14 September 2018","4"
"Maginty's Restaurant","BT15 5GE","Food hygiene rating is '4': Good","21 May 2018","4"
"Man Lee","BT10 0NF","Food hygiene rating is '4': Good","25 April 2018","4"
"Mandarin City","BT4 3JF","Food hygiene rating is '4': Good","14 June 2017","4"
"Masons","BT11 9BZ","Food hygiene rating is '4': Good","11 August 2017","4"
"Moghul Indian Restaurant","BT7 1JR","Food hygiene rating is '4': Good","09 November 2017","4"
"Molly's Yard","BT7 1LW","Food hygiene rating is '4': Good","13 October 2017","4"
"Newton Brunch Bar","BT4 1AJ","Food hygiene rating is '4': Good","21 September 2017","4"
"O'Briens","BT1 4QG","Food hygiene rating is '4': Good","12 February 2018","4"
"Oh Donuts","BT1 4GJ","Food hygiene rating is '4': Good","08 March 2018","4"
"Oliver's Coffee Bar","BT4 2AA","Food hygiene rating is '4': Good","27 September 2018","4"
"Olivers Coffee","BT9 7EY","Food hygiene rating is '4': Good","02 July 2018","4"
"Ormeau Golf Club Bar and Restaurant","BT7 2FX","Food hygiene rating is '4': Good","28 February 2018","4"
"Park Avenue Hotel","BT4 1PB","Food hygiene rating is '4': Good","20 February 2017","4"
"Patisserie Valerie","BT1 5DB","Food hygiene rating is '4': Good","30 July 2018","4"
"Pizza Jazz","BT2 7BA","Food hygiene rating is '4': Good","27 November 2017","4"
"Pizza Works","BT15 3BU","Food hygiene rating is '4': Good","23 October 2017","4"
"Pottingers Deli","BT1 4DT","Food hygiene rating is '4': Good","04 September 2018","4"
"Pure Gym","BT2 8GD","Food hygiene rating is '4': Good","04 March 2015","4"
"Queens Bar (Queens Arcade)","BT1 5FF","Food hygiene rating is '4': Good","21 June 2017","4"
"Ribs and Bibs","BT7 1JR","Food hygiene rating is '4': Good","22 March 2017","4"
"Robert Kerry Catering (Veterinary Science Division)","BT4 3PL","Food hygiene rating is '4': Good","23 June 2017","4"
"Royal Mail","BT1 1AA","Food hygiene rating is '4': Good","19 September 2017","4"
"RS Young Catering @ Knock Golf Club Restaurant","BT4 3ST","Food hygiene rating is '4': Good","01 November 2017","4"
"Ruby Murray's Cafe","BT12 6FX","Food hygiene rating is '4': Good","31 May 2018","4"
"Salt Bistro","BT1 2LN","Food hygiene rating is '4': Good","27 March 2018","4"
"Sarnies","BT1 1QB","Food hygiene rating is '4': Good","13 June 2017","4"
"Shed Bistro","BT7 3GR","Food hygiene rating is '4': Good","08 June 2018","4"
"Sophia","BT7 1NA","Food hygiene rating is '4': Good","22 March 2018","4"
"Sozo Good","BT15 3BJ","Food hygiene rating is '4': Good","18 May 2018","4"
"Springsteens Diner","BT9 7GT","Food hygiene rating is '4': Good","11 June 2018","4"
"Springvale Learning Catering College & Cafe","BT12 7DR","Food hygiene rating is '4': Good","18 December 2017","4"
"St Galls (Function Caterer)","BT12 6EU","Food hygiene rating is '4': Good","20 May 2017","4"
"St Galls Coffee Shop","BT12 6EU","Food hygiene rating is '4': Good","20 May 2017","4"
"Starbucks","BT9 7GU","Food hygiene rating is '4': Good","22 January 2018","4"
"Steps 54 Ltd","BT9 6AF","Food hygiene rating is '4': Good","30 March 2018","4"
"Strikes","BT1 1LT","Food hygiene rating is '4': Good","30 April 2018","4"
"Subway","BT12 6AA","Food hygiene rating is '4': Good","28 September 2017","4"
"Subway","BT2 7BA","Food hygiene rating is '4': Good","28 November 2017","4"
"Subway","BT1 1FE","Food hygiene rating is '4': Good","19 May 2017","4"
"Subway","BT6 9DR","Food hygiene rating is '4': Good","08 May 2017","4"
"Synge & Byrne @ Harvey Norman's","BT12 6HR","Food hygiene rating is '4': Good","25 July 2017","4"
"Tao Noodle Bar Cafe","BT2 7HF","Food hygiene rating is '4': Good","21 February 2018","4"
"Tapitas","BT13 2JF","Food hygiene rating is '4': Good","23 August 2017","4"
"Ten Square Hotel, including Jospers Restaurant & Bad Ass Burrito","BT1 5JD","Food hygiene rating is '4': Good","22 March 2018","4"
"The Abacus","BT9 6EU","Food hygiene rating is '4': Good","08 January 2018","4"
"The Arches Sandwich Bar","BT4 3BA","Food hygiene rating is '4': Good","22 March 2018","4"
"The Berliner","BT1 1FP","Food hygiene rating is '4': Good","13 March 2018","4"
"The Bread and Banjo Bakery","BT7 3GL","Food hygiene rating is '4': Good","26 September 2017","4"
"The Chelsea","BT9 6GH","Food hygiene rating is '4': Good","23 May 2017","4"
"The Chip Inn","BT6 8PY","Food hygiene rating is '4': Good","31 May 2018","4"
"The Chubby Cherub","BT1 4GJ","Food hygiene rating is '4': Good","18 January 2018","4"
"The Continental","BT15 1WA","Food hygiene rating is '4': Good","10 May 2017","4"
"The Cookie Box","BT9 7GS","Food hygiene rating is '4': Good","22 April 2016","4"
"The Daily Bread","BT14 6RE","Food hygiene rating is '4': Good","07 September 2017","4"
"The Grill","BT1 2LB","Food hygiene rating is '4': Good","23 February 2018","4"
"The Honest Vegan","BT9 6GH","Food hygiene rating is '4': Good","04 September 2017","4"
"The Hoose","BT4 3EL","Food hygiene rating is '4': Good","11 April 2018","4"
"The House Pub and Kitchen","BT9 5AA","Food hygiene rating is '4': Good","11 August 2017","4"
"The Little Mill Bistro Ltd","BT13 2DE","Food hygiene rating is '4': Good","28 June 2017","4"
"THE LOTT","BT6 9JY","Food hygiene rating is '4': Good","10 May 2017","4"
"The Lunch Lounge","BT5 5FP","Food hygiene rating is '4': Good","14 March 2017","4"
"The Naz","BT7 3GP","Food hygiene rating is '4': Good","21 June 2018","4"
"The New Pad","BT14 7QH","Food hygiene rating is '4': Good","27 March 2018","4"
"The Other Place","BT7 1JL","Food hygiene rating is '4': Good","04 October 2017","4"
"The Poet Bar & Grill","BT5 7EA","Food hygiene rating is '4': Good","03 December 2014","4"
"The Teapot","BT2 7HF","Food hygiene rating is '4': Good","11 April 2017","4"
"The Thinking Cup","BT9 7EW","Food hygiene rating is '4': Good","06 October 2017","4"
"The Welcome Restaurant","BT9 5AA","Food hygiene rating is '4': Good","02 November 2017","4"
"Thyme Sandwich Deli","BT12 5LA","Food hygiene rating is '4': Good","18 November 2017","4"
"Titanic Hotel Belfast","BT3 9DT","Food hygiene rating is '4': Good","18 April 2018","4"
"Toast","BT6 9EY","Food hygiene rating is '4': Good","Recently inspected – new rating to be published soon","4"
"TOP CRUST","BT17 0HE","Food hygiene rating is '4': Good","24 September 2018","4"
"Turf Lodge Tenants Association","BT11 8EL","Food hygiene rating is '4': Good","07 July 2017","4"
"Ventnors","BT2 7FD","Food hygiene rating is '4': Good","29 September 2017","4"
"Whites Tavern","BT1 1QN","Food hygiene rating is '4': Good","02 July 2018","4"
"Wholly Ground Cafe","BT13 2JF","Food hygiene rating is '4': Good","25 August 2017","4"
"Yangtze Express","BT5 5LP","Food hygiene rating is '4': Good","09 March 2017","4"
"Yum","BT9 5AJ","Food hygiene rating is '4': Good","04 December 2017","4"
"Zen Restaurant","BT2 8FE","Food hygiene rating is '4': Good","13 October 2017","4"
"Zenerjii","BT1 1AL","Food hygiene rating is '4': Good","10 March 2017","4"
"Zizzi","BT1 4QG","Food hygiene rating is '4': Good","01 June 2018","4"
"AMELIAS LOFT","BT17 9RY","Food hygiene rating is '3': Generally satisfactory","28 March 2018","3"
"Amici Italian","BT9 7AG","Food hygiene rating is '3': Generally satisfactory","30 March 2018","3"
"An Cafe Tacsai","BT1 1HU","Food hygiene rating is '3': Generally satisfactory","27 April 2017","3"
"Basement Bar and Grill","BT1 5HE","Food hygiene rating is '3': Generally satisfactory","30 May 2017","3"
"Beehive","BT12 6FB","Food hygiene rating is '3': Generally satisfactory","16 November 2016","3"
"Beijing Restaurant","BT5 4PY","Food hygiene rating is '3': Generally satisfactory","09 January 2018","3"
"Bennetts","BT4 2AN","Food hygiene rating is '3': Generally satisfactory","10 April 2018","3"
"Bia","BT12 6AH","Food hygiene rating is '3': Generally satisfactory","17 November 2017","3"
"Bobby's Bakery","BT12 7PJ","Food hygiene rating is '3': Generally satisfactory","01 November 2017","3"
"Bombay Brasserie","BT9 7EN","Food hygiene rating is '3': Generally satisfactory","01 September 2017","3"
"Butterfly Cafe","BT7 1RU","Food hygiene rating is '3': Generally satisfactory","29 November 2016","3"
"Cafe Onion","BT9 5AE","Food hygiene rating is '3': Generally satisfactory","07 February 2017","3"
"Co Co","BT2 8AA","Food hygiene rating is '3': Generally satisfactory","27 March 2018","3"
"D+G Bistro","BT1 1JE","Food hygiene rating is '3': Generally satisfactory","27 June 2018","3"
"Deli-Licious","BT5 5DT","Food hygiene rating is '3': Generally satisfactory","23 May 2018","3"
"Donegal Celtic Football & Sports Club","BT11 9PE","Food hygiene rating is '3': Generally satisfactory","21 April 2017","3"
"Doorsteps","BT3 9LE","Food hygiene rating is '3': Generally satisfactory","08 January 2018","3"
"Doorsteps Hughes Bread Trading","BT9 7EY","Food hygiene rating is '3': Generally satisfactory","04 May 2018","3"
"El Chapo","BT9 5AE","Food hygiene rating is '3': Generally satisfactory","07 March 2018","3"
"Espresso Elements","BT9 6GL","Food hygiene rating is '3': Generally satisfactory","10 November 2017","3"
"Food Adventures Belfast","BT7 1SH","Food hygiene rating is '3': Generally satisfactory","28 October 2018","3"
"Glengall Staff Canteen","BT12 5AH","Food hygiene rating is '3': Generally satisfactory","23 March 2018","3"
"Green's Coffee and Ice-Cream","BT12 4PE","Food hygiene rating is '3': Generally satisfactory","25 May 2016","3"
"Holiday Inn Express","BT7 1HP","Food hygiene rating is '3': Generally satisfactory","07 February 2018","3"
"Hope Street Restaurant","BT2 7JH","Food hygiene rating is '3': Generally satisfactory","19 September 2018","3"
"House of Zen","BT1 2LR","Food hygiene rating is '3': Generally satisfactory","18 September 2018","3"
"Kitch","BT2 7HE","Food hygiene rating is '3': Generally satisfactory","27 July 2017","3"
"Lee Garden","BT7 1JQ","Food hygiene rating is '3': Generally satisfactory","08 May 2017","3"
"Lime","BT9 5AF","Food hygiene rating is '3': Generally satisfactory","27 February 2018","3"
"Love & Death Inc.","BT1 4EF","Food hygiene rating is '3': Generally satisfactory","14 March 2017","3"
"Lyric Theatre","BT9 5FB","Food hygiene rating is '3': Generally satisfactory","12 March 2018","3"
"Miel et Moi","BT9 7GU","Food hygiene rating is '3': Generally satisfactory","09 January 2018","3"
"Mikey's Deli","BT1 1LU","Food hygiene rating is '3': Generally satisfactory","29 June 2017","3"
"Mill Cafe","BT14 7DA","Food hygiene rating is '3': Generally satisfactory","23 March 2015","3"
"Mona's Cafe","BT17 0HW","Food hygiene rating is '3': Generally satisfactory","30 January 2018","3"
"Porter House","BT9 7EN","Food hygiene rating is '3': Generally satisfactory","15 August 2017","3"
"Rajput Indian Restaurant","BT4 3JD","Food hygiene rating is '3': Generally satisfactory","05 October 2017","3"
"Red Panda","BT2 7BB","Food hygiene rating is '3': Generally satisfactory","28 March 2017","3"
"Sakura","BT7 1JR","Food hygiene rating is '3': Generally satisfactory","02 May 2018","3"
"Same Happy","BT7 1BS","Food hygiene rating is '3': Generally satisfactory","14 November 2016","3"
"Saphyre","BT9 7AG","Food hygiene rating is '3': Generally satisfactory","22 March 2018","3"
"Sarpn Restaurant","BT10 0BE","Food hygiene rating is '3': Generally satisfactory","01 August 2018","3"
"Spudz","BT12 5JJ","Food hygiene rating is '3': Generally satisfactory","19 October 2017","3"
"Steamboat","BT7 1DQ","Food hygiene rating is '3': Generally satisfactory","21 February 2018","3"
"Subway Spar & Circus Bar","BT15 2AA","Food hygiene rating is '3': Generally satisfactory","21 August 2017","3"
"Sun Kee","BT7 1DQ","Food hygiene rating is '3': Generally satisfactory","13 February 2018","3"
"Tedfords Kitchen","BT1 3LG","Food hygiene rating is '3': Generally satisfactory","09 March 2016","3"
"Temple","BT11 9AN","Food hygiene rating is '3': Generally satisfactory","27 February 2018","3"
"The Bull And Ram Belfast","BT7 1NJ","Food hygiene rating is '3': Generally satisfactory","22 November 2017","3"
"The Hurl Bistro","BT11 9QR","Food hygiene rating is '3': Generally satisfactory","12 May 2018","3"
"The Lazy Goose","BT1 ","Food hygiene rating is '3': Generally satisfactory","22 February 2018","3"
"The National Grande Cafe","BT1 2BE","Food hygiene rating is '3': Generally satisfactory","27 September 2018","3"
"The Pantry","BT7 1NH","Food hygiene rating is '3': Generally satisfactory","07 April 2017","3"
"Thyme","BT15 2BE","Food hygiene rating is '3': Generally satisfactory","19 January 2018","3"
"Urban Retreat Sandwich Co.","BT2 8AA","Food hygiene rating is '3': Generally satisfactory","20 February 2018","3"
"Windmill Restaurant","BT1 4QN","Food hygiene rating is '3': Generally satisfactory","13 June 2018","3"
"Wokamoley","BT7 1RT","Food hygiene rating is '3': Generally satisfactory","01 November 2017","3"
"Wolf & Whistle/Dirt Bird","BT11 9AH","Food hygiene rating is '3': Generally satisfactory","08 August 2018","3"
"Ambrosia","BT7 3GQ","Food hygiene rating is '2': Improvement necessary","Recently inspected – new rating to be published soon","2"
"Arizona Espresso Company","BT9 6GN","Food hygiene rating is '2': Improvement necessary","19 February 2018","2"
"Falafel Eatery & Coffee House","BT7 1JG","Food hygiene rating is '2': Improvement necessary","06 September 2018","2"
"Galaxy Bingo","BT15 1WA","Food hygiene rating is '2': Improvement necessary","31 October 2017","2"
"Gangnan","BT9 5AD","Food hygiene rating is '2': Improvement necessary","26 February 2018","2"
"Islas Shake Bar","BT14 6QY","Food hygiene rating is '2': Improvement necessary","06 June 2017","2"
"Lawlor's Bakery","BT11 8BD","Food hygiene rating is '2': Improvement necessary","02 February 2018","2"
"Made In Belfast","BT1 6HT","Food hygiene rating is '2': Improvement necessary","Recently inspected – new rating to be published soon","2"
"Maldron Hotel Belfast City","BT2 7GE","Food hygiene rating is '2': Improvement necessary","14 May 2018","2"
"Munchman","BT6 8PQ","Food hygiene rating is '2': Improvement necessary","14 May 2018","2"
"Pearls Coffee Shop","BT1 5HB","Food hygiene rating is '2': Improvement necessary","01 August 2018","2"
"Piece of Cake","BT1 3NR","Food hygiene rating is '2': Improvement necessary","03 July 2018","2"
"Ronnie Drews","BT1 3JL","Food hygiene rating is '2': Improvement necessary","20 July 2017","2"
"Solo","BT1 6GB","Food hygiene rating is '2': Improvement necessary","11 August 2018","2"
"Subway","BT1 5BN","Food hygiene rating is '2': Improvement necessary","31 August 2018","2"
"Tony Romas","BT7 1NA","Food hygiene rating is '2': Improvement necessary","27 March 2018","2"
"Wah Fu","BT10 0LJ","Food hygiene rating is '2': Improvement necessary","08 May 2018","2"
"Westway Bingo","BT11 9AB","Food hygiene rating is '2': Improvement necessary","30 April 2018","2"
"Bridies Cafe Restaurant","BT12 6AH","Food hygiene rating is '1': Major improvement necessary","19 September 2017","1"
"Starbucks","BT2 7BA","Food hygiene rating is '1': Major improvement necessary","10 November 2017","1"
"Thai Licious","BT7 1JG","Food hygiene rating is '1': Major improvement necessary","23 February 2018","1"
"44 Hill Street","BT1 2LB","Awaiting inspection","N/A","NA"
"AL Burrito","BT12 7AB","Awaiting inspection","N/A","NA"
"Belfast Hilton Ltd","BT1 3LP","Awaiting inspection","N/A","NA"
"Bert's Jazz Bar","BT1 2DZ","Awaiting inspection","N/A","NA"
"Cafe On The Square","BT1 3EY","Awaiting inspection","N/A","NA"
"Cafe R","BT7 1PH","Awaiting inspection","N/A","NA"
"Camile Thai","BT4 3EX","Awaiting inspection","N/A","NA"
"Coffee 24 Howard Street","BT1 6PA","Awaiting inspection","N/A","NA"
"Cuan","BT2 8JE","Awaiting inspection","N/A","NA"
"Fiver Percent Cafe Limited","BT5 7DG","Awaiting inspection","N/A","NA"
"GC's of Sandy Row","BT12 5ET","Awaiting inspection","N/A","NA"
"Grand Central Hotel","BT2 7AN","Awaiting inspection","N/A","NA"
"Greens","BT7 3GL","Awaiting inspection","N/A","NA"
"Hampton by Hilton Hotel","BT12 5EE","Awaiting inspection","N/A","NA"
"Hatch","BT12 6AD","Awaiting inspection","N/A","NA"
"Henry's and the Jailhouse","BT1 4DR","Awaiting inspection","N/A","NA"
"Hospitality Belfast Limited @ Ulster Hall","BT2 7FF","Awaiting inspection","N/A","NA"
"Hospitality Belfast Limited @ Waterfront Hall","BT1 3WH","Awaiting inspection","N/A","NA"
"International Homemade Food","BT6 8PR","Awaiting inspection","N/A","NA"
"Maggie Mays","BT1 1HB","Awaiting inspection","N/A","NA"
"Mount Charles @ Clare House","BT3 9ED","Awaiting inspection","N/A","NA"
"Mount Charles @ The Irish News","BT1 2GE","Awaiting inspection","N/A","NA"
"O'Reilly's Belfast","BT15 2GW","Awaiting inspection","N/A","NA"
"Pizza Punks","BT1 2EB","Awaiting inspection","N/A","NA"
"Reggies Stone Fires Pizza","BT7 1NA","Awaiting inspection","N/A","NA"
"Rich Tea Cafe","BT7 1RS","Awaiting inspection","N/A","NA"
"Root and Branch Cafe","BT7 2GE","Awaiting inspection","N/A","NA"
"Sodexo@allStateNI","BT1 3PH","Awaiting inspection","N/A","NA"
"Spice Route","BT9 7EW","Awaiting inspection","N/A","NA"
"Stacks Healthy Kitchen","BT1 3LP","Awaiting inspection","N/A","NA"
"Subway","BT9 7AG","Awaiting inspection","N/A","NA"
"Subway","BT3 9EJ","Awaiting inspection","N/A","NA"
"Ternary Chinese Restaurant","BT7 1DR","Awaiting inspection","N/A","NA"
"The Avenue Chippy","BT15 3DQ","Awaiting inspection","N/A","NA"
"The Green Goose","BT1 6PG","Awaiting inspection","N/A","NA"
"The Open Book Coffee House","BT13 2BJ","Awaiting inspection","N/A","NA"
"The Silver Chair Cafe","BT4 1NT","Awaiting inspection","N/A","NA"
"The Speakeasy","BT9 6AG","Awaiting inspection","N/A","NA"
"Top Blade","BT1 2LN","Awaiting inspection","N/A","NA"
"Use Your Loaf","BT14 6QP","Awaiting inspection","N/A","NA"
"Wolf & Devour Burger Bar","BT4 3EX","Awaiting inspection","N/A","NA"
"Centaur","BT1 4GA","Food Hygiene Rating Scheme: Exempt","N/A","NA"
"Hench","BT1 6BS","Food Hygiene Rating Scheme: Exempt","N/A","NA"
"Wineflair","BT7 1QA","Food Hygiene Rating Scheme: Exempt","N/A","NA"
